"","g2","CI_lower","CI_upper","Rate","Rep"
"427",-3.856570347327e-05,-0.000119209206477155,3.48147555391586e-05,1e-07,"75"
"428",0.000102355001549759,-2.39928354361735e-05,0.000230939420317416,1e-07,"74"
"429",-0.000138535681553753,-0.000266860546999922,-7.25927828030549e-06,1e-07,"73"
"430",-8.36672906434632e-05,-0.000170541143670117,2.75966987102461e-06,1e-07,"72"
"431",0.000189697192612526,3.18232342460256e-05,0.000336900332001883,1e-07,"71"
"432",0.000472114387225053,0.000184830317593454,0.000621724885347741,1e-07,"70"
"433",-6.96757165630224e-06,-0.000105552947326298,9.27450620472558e-05,1e-07,"7"
"434",0.000261043780415804,2.43659651278596e-05,0.000502835004953394,1e-07,"69"
"435",3.23465218832197e-05,-6.41742217624724e-05,0.00016747229357757,1e-07,"68"
"436",-8.59528980716728e-05,-0.000161376802633134,-1.02133868823768e-05,1e-07,"67"
"437",-0.000263170229341858,-0.000330193834655121,-0.000164428236664857,1e-07,"66"
"438",-0.000166980877644551,-0.000249871714579289,-5.75916602988697e-05,1e-07,"65"
"439",0.000244843524314753,6.13264537179138e-05,0.000378528179250942,1e-07,"64"
"440",9.20365992973515e-05,-3.13743047621023e-05,0.000212080359966443,1e-07,"63"
"441",-8.31581474324272e-05,-0.000158133974514763,1.69501654975226e-05,1e-07,"62"
"442",7.98639080814567e-05,-6.483612334649e-05,0.000207523029893058,1e-07,"61"
"443",0.000108920671829882,-4.30031915914952e-05,0.000340578656338375,1e-07,"60"
"444",-0.000154733163588494,-0.000208645769848531,-8.24760594810264e-05,1e-07,"6"
"445",-0.000130244483860675,-0.000198300513398464,-4.27274017365282e-05,1e-07,"59"
"446",0.000234050149218401,6.84008760560462e-05,0.000444615561814976,1e-07,"58"
"447",-4.359887023897e-05,-0.000117730220357565,2.55132469333396e-05,1e-07,"57"
"448",-8.65972802972514e-05,-0.000157231101108246,-1.80583448183086e-05,1e-07,"56"
"449",8.31791890980593e-05,-7.85775802835064e-05,0.000200959876822376,1e-07,"55"
"450",-4.39338930213751e-05,-0.000157781483834013,0.000101820505932043,1e-07,"54"
"451",-0.000328688669915311,-0.000424818143836833,-0.000215708869084111,1e-07,"53"
"452",0.000112805914987746,-5.33005808701941e-05,0.00030156958042663,1e-07,"52"
"453",-0.000152180973331917,-0.000237685980208038,-6.7244864845209e-05,1e-07,"51"
"454",3.38749205825994e-05,-0.000246402368554854,0.00028351073374499,1e-07,"50"
"455",-1.7650582339046e-06,-9.64208271366035e-05,9.57633865967089e-05,1e-07,"5"
"456",-8.72186175662204e-05,-0.000153352741787194,3.54704933080429e-06,1e-07,"49"
